ID,V1,V2,V3,V4,V5,V6,V7,V8,Has_FICO,Business_channel,FICO_Score,Loan_amount,Monthly_income,Age,Gearing_coefficient,Max_gearing_ratio
306500,1,3,6,4,2,1,3,3,1,2,-1.061975448,0.557298917,0.533204383,-0.689843359,0.398519833,1.796590249
308688,1,1,5,2,1,3,1,4,1,1,-1.583949418,1.614761433,-0.043825498,-0.689843359,0.790453256,0.513979799
307535,2,4,10,4,2,5,1,1,0,1,,-0.852651104,-0.3481186,0.882536902,-1.466427675,-0.768630652
308673,3,4,10,4,2,4,3,1,0,1,,-0.323919846,-0.239925497,-1.213970112,0.779172044,-0.768630652
308675,1,1,2,1,4,4,1,4,0,1,,-0.852651104,-0.399961128,-0.090841355,-0.00731999,-0.768630652
308682,1,5,3,4,3,5,3,>4,0,1,,-0.676407351,0.066621627,0.508160649,-0.811053122,0.513979799
308394,1,3,10,4,3,5,1,3,1,3,0.752505493,-0.89988443,-0.153145612,0.358410148,0.694243676,0.513979799
308592,3,4,10,4,1,5,3,1,0,1,,-0.323919846,0.450932544,-1.438595864,-1.610103486,1.796590249
308696,3,5,10,4,1,4,3,1,0,1,,0.204811412,-0.467581817,-1.139094862,1.112287074,-0.768630652
308599,3,3,10,4,4,5,3,1,1,1,0.702793687,-0.852651104,0.118464156,-1.513471114,-1.477708887,0.513979799
308690,3,3,2,4,3,5,3,1,1,1,-0.825844367,-0.588285475,0.259340591,-0.989344361,-1.600879854,1.796590249
308472,1,4,10,3,5,5,3,4,1,1,-0.129879074,0.028567659,0.388946912,-0.015966104,-1.720787074,1.796590249
308722,1,3,2,4,1,4,1,2,0,1,,-0.676407351,-0.446923697,0.65791115,-1.113091605,-0.768630652
308743,1,5,11,2,1,5,1,2,0,1,,-0.059554217,-0.645649632,0.957412152,0.917526529,-0.768630652
308718,4,3,2,1,2,5,2,1,0,1,,0.116689535,-0.505900208,-0.240591856,0.911140938,-0.768630652
308640,1,4,11,4,3,5,1,2,0,1,,-0.764529228,-0.490122047,0.508160649,-0.048826336,-0.768630652
308613,1,3,10,4,3,5,1,2,1,1,-0.055311364,0.381055164,-0.139621475,-0.390342357,-0.059256135,0.513979799
308692,4,3,8,4,2,4,3,3,0,1,,0.557298917,0.667318749,-0.91446911,-1.926545026,1.796590249
308748,3,3,11,1,4,5,3,1,0,1,,-0.553036724,-0.505900208,-1.213970112,0.936683304,-0.768630652
308767,1,4,15,1,3,4,3,2,0,3,,-0.949585168,-0.505900208,0.358410148,-0.325535306,-0.768630652
308745,1,3,11,1,3,5,1,3,1,1,0.454234654,-0.676407351,-0.212877221,0.358410148,-0.720803427,0.513979799
308667,1,5,10,4,2,5,3,2,0,1,,-0.676407351,-0.449549633,0.058909146,-1.106706014,-0.768630652
308747,1,4,11,2,4,4,1,2,0,1,,-0.500163599,-0.043825498,1.331788405,-1.267410069,0.513979799
308756,3,5,2,1,2,5,3,1,0,1,,-0.553036724,-0.466454806,-1.288845363,0.715316128,-0.768630652
308483,4,1,2,2,5,3,3,1,1,1,0.329955137,3.553442711,0.326961281,0.5830359,0.711413822,1.796590249
308723,3,3,10,2,2,4,1,3,0,1,,0.204811412,-0.505900208,-0.614968108,0.789814697,-0.768630652
308709,3,5,13,1,2,5,3,1,0,1,,-0.676407351,-0.505900208,-1.438595864,0.205533064,-0.768630652
308717,1,4,10,4,3,4,1,4,1,1,-0.179590881,5.844611495,1.664723915,-0.689843359,0.15090078,1.796590249
308757,1,4,13,1,5,4,1,2,0,1,,0.028567659,-0.487868024,1.107162653,0.714251863,-0.768630652
308797,1,4,11,5,7,7,1,2,1,3,1.336619221,-0.940949224,-0.443914576,1.930790409,-1.681409259,-0.768630652
308069,3,3,2,2,2,5,3,1,0,1,,-0.500163599,-0.368404806,-1.288845363,0.519491318,-0.768630652
308774,1,4,11,5,7,7,1,2,1,3,0.143535862,-1.0290711,-0.458565725,1.331788405,1.114415604,-0.768630652
308712,3,5,2,1,2,4,3,1,0,1,,-0.852651104,-0.228655382,-1.513471114,-1.817422361,0.513979799
308763,3,5,10,4,2,5,3,1,1,1,-0.614569189,-0.323919846,0.348374499,-0.315467106,-0.28190043,1.796590249
308822,3,5,10,2,1,5,1,3,0,3,,-0.995408543,-0.504773196,-0.764718609,-0.79487629,-0.768630652
308790,1,3,2,4,1,5,3,4,0,1,,-0.676407351,-0.238798485,-1.064219611,-1.550504631,-0.768630652
308786,1,5,11,2,3,5,3,3,1,1,0.056540201,-0.852651104,-0.503646185,-1.064219611,1.093130299,-0.768630652
308746,1,4,11,4,6,4,3,2,1,1,0.926496817,0.028567659,0.452059556,1.481538906,-0.726763312,1.796590249
308749,3,5,10,4,2,4,1,1,1,1,-1.037119545,0.557298917,0.107565955,-0.165716605,-1.075842321,0.513979799
308411,3,4,7,2,2,4,3,3,0,3,,-0.746904852,-0.238798485,-0.764718609,-0.199952004,-0.768630652
308687,1,5,11,4,1,5,1,2,1,2,-0.353582204,0.204811412,-0.502519173,1.032287403,0.931361978,-0.768630652
308863,1,2,14,1,2,5,3,4,0,1,,-0.764529228,-0.384182967,-0.240591856,-0.452182873,-0.768630652
308739,1,4,15,1,5,4,1,1,0,1,,0.381055164,-0.487868024,0.283534898,1.142086501,-0.768630652
308814,3,5,10,4,1,5,1,1,0,1,,-0.323919846,0.404725073,-1.139094862,-2.394112235,1.796590249
308566,1,4,3,4,5,4,1,>4,1,1,0.044112249,1.262273927,-0.221893313,-0.91446911,0.667849897,0.513979799
308778,4,3,14,2,3,5,1,1,0,2,,0.204811412,-0.503646185,1.256913154,0.937747569,-0.768630652
308820,3,4,11,2,3,5,1,1,1,2,0.230531524,0.204811412,-0.46983584,0.732786401,0.747244086,-0.768630652
308830,3,3,10,4,3,5,3,1,1,1,-2.366910372,-0.323919846,1.487783111,-1.438595864,-1.930802087,1.796590249
308782,3,5,2,3,2,5,3,1,1,1,-0.440577866,-0.852651104,-0.505900208,-1.213970112,-0.8374469,-0.768630652
308012,3,5,10,4,4,5,3,1,1,2,-1.52180966,0.028567659,-0.312054232,0.058909146,1.145279297,-0.768630652
308818,3,3,2,2,1,4,3,2,0,1,,-0.323919846,-0.287631893,-1.513471114,0.984575241,-0.768630652
308827,1,1,5,2,4,3,3,4,1,1,-1.173827013,1.43851768,1.208284263,-0.240591856,-0.134322312,1.796590249
308823,1,3,1,4,5,5,1,2,1,2,0.255387427,0.557298917,0.582792888,0.508160649,0.882405775,1.796590249
308901,3,3,15,4,3,4,3,1,1,1,-0.403294011,-0.500163599,0.204117029,-1.363720613,1.01863173,0.513979799
308905,3,5,14,1,2,5,2,1,0,1,,-0.764529228,-0.312054232,0.508160649,-0.447925812,-0.768630652
308865,3,3,11,1,1,5,1,1,0,1,,0.116689535,-0.505900208,1.331788405,0.557804868,-0.768630652
308310,1,1,12,4,6,1,1,2,1,1,0.50394646,3.200955206,0.302167028,0.807661651,0.793717003,1.796590249
308165,1,3,10,4,4,4,3,3,1,2,-0.62699714,1.702883309,-0.127224348,-0.614968108,1.09951589,0.513979799
308896,3,5,11,1,4,5,3,1,0,1,,-0.676407351,-0.505900208,-1.438595864,0.205533064,-0.768630652
308899,3,4,10,4,5,4,3,1,1,1,-0.018027509,-0.500163599,-0.040444464,-0.540092858,1.123355432,0.513979799
308807,1,5,1,2,2,5,1,3,1,1,-0.415721962,0.204811412,-0.505900208,-0.240591856,0.789814697,-0.768630652
308926,2,4,11,5,7,7,1,1,1,2,-0.552429431,0.028567659,-0.504773196,1.855915158,1.013310403,-0.768630652
306986,1,5,2,4,1,5,1,4,0,2,,0.204811412,-0.505900208,-0.91446911,0.951583018,-0.768630652
308907,1,5,2,4,2,5,3,>4,1,1,-0.70156485,0.557298917,0.322453235,-0.989344361,-1.295790477,1.796590249
308914,1,3,2,3,6,5,1,4,1,1,0.093824056,1.43851768,0.34161243,-0.315467106,-0.707606538,1.796590249
308889,1,4,10,4,4,4,1,3,1,3,1.187483801,-0.960159793,1.642183685,0.358410148,-1.86268911,1.796590249
308904,1,4,10,4,2,5,1,2,0,1,,-0.323919846,-0.15089159,0.358410148,-2.552333005,1.796590249
308932,1,4,10,2,5,5,1,2,0,1,,0.204811412,-0.469080742,0.5830359,0.590797091,-0.768630652
308883,3,5,10,4,2,5,3,1,1,1,-1.173827013,-0.764529228,-0.135113429,-0.465217607,1.094407417,0.513979799
308940,1,3,11,5,7,7,1,2,1,1,1.137771995,1.43851768,-0.162161704,1.182037904,0.392843751,0.513979799
308867,3,5,10,4,2,5,3,1,1,1,-1.472097853,-0.764529228,-0.519052432,-1.064219611,1.081423381,-0.768630652
308902,1,2,7,4,3,4,3,4,0,1,,0.028567659,0.727805456,-0.689843359,-2.29478081,1.796590249
308549,1,3,12,4,2,5,1,4,1,1,0.044112249,0.204811412,-0.456311702,-0.91446911,0.52587691,-0.768630652
308320,1,1,12,4,5,1,2,3,1,1,-0.577285334,-0.323919846,0.940055529,-0.240591856,-1.272376641,1.796590249
308458,1,4,11,1,3,5,1,2,1,1,-1.571521466,-0.588285475,-0.505900208,-0.614968108,0.324730774,-0.768630652
308945,3,3,2,4,2,4,3,1,0,1,,0.557298917,-0.153145612,-1.139094862,-0.563292167,0.513979799
308397,1,1,11,1,5,3,1,2,1,1,-0.726420754,0.997908298,0.704510128,1.481538906,1.029983893,1.796590249
308895,1,3,10,4,1,4,1,4,0,1,,-0.323919846,-0.283878945,-1.363720613,0.967546997,-0.768630652
308951,3,5,15,3,2,5,3,1,1,1,-1.0744034,-0.147676093,-0.155399635,-0.240591856,-0.048187776,0.513979799
307787,3,4,11,1,2,5,3,1,0,1,,-0.323919846,-0.286132968,-1.213970112,0.97818965,-0.768630652
308949,1,5,10,4,2,4,3,2,0,1,,0.557298917,0.054224501,0.358410148,-0.988146863,0.513979799
308947,1,5,10,3,4,5,1,3,0,3,,-0.977784168,-0.326705381,-0.390342357,-1.131184115,-0.768630652
308962,3,2,5,4,3,4,3,1,0,1,,-0.147676093,-0.407850208,-1.139094862,-0.511781728,-0.768630652
308652,1,1,3,4,3,4,3,2,0,2,,2.319736443,0.489250935,-0.989344361,-0.430897567,1.796590249
308887,3,3,11,4,2,4,3,1,0,2,,-0.323919846,0.100431972,-1.438595864,-0.820418656,0.513979799
306149,1,5,10,4,2,4,1,4,1,1,-1.173827013,1.43851768,0.212761207,-0.315467106,-0.323193922,0.513979799
309006,3,5,2,3,1,5,3,1,0,2,,-0.676407351,-0.235417451,-1.513471114,-0.735277435,-0.768630652
308994,3,3,2,2,2,5,3,1,0,1,,-0.376792972,-0.300784117,-1.513471114,0.804714411,-0.768630652
308503,2,4,11,5,7,7,1,1,0,1,,-0.500163599,-0.661427793,1.481538906,0.681259639,-0.768630652
309051,3,4,2,1,1,5,3,1,0,1,,-0.500163599,-0.446168599,-1.288845363,0.89943402,-0.768630652
309026,3,3,11,1,3,4,1,1,1,1,-0.055311364,-0.852651104,-0.449549633,0.433285399,0.688709496,-0.768630652
308892,1,1,2,3,1,4,1,3,0,1,,-0.412041722,-0.246687566,-0.989344361,-1.462170614,-0.768630652
309048,3,5,10,4,3,4,3,1,0,1,,-0.323919846,0.004635996,-1.438595864,-0.636513618,0.513979799
309044,1,1,2,4,1,4,3,2,0,1,,0.204811412,-0.168923773,-0.989344361,-1.021351939,0.513979799
309008,1,5,10,4,2,5,1,4,1,1,-0.154734978,0.557298917,-0.144129521,-0.764718609,0.001194132,0.513979799
309070,3,4,11,1,1,5,3,1,0,1,,0.328182039,-0.505900208,-0.764718609,1.115479869,-0.768630652
309054,3,3,11,1,2,5,3,1,0,1,,-0.852651104,-0.505900208,-1.064219611,0.474792177,-0.768630652
308941,3,5,11,4,2,5,3,1,0,1,,0.557298917,-0.253449635,-0.315467106,0.415193322,-0.768630652
308955,1,4,11,5,7,7,1,2,1,1,0.603370074,-0.676407351,-0.555488713,1.930790409,-0.22549437,-0.768630652
307948,1,3,14,4,3,4,3,3,0,1,,-0.147676093,-0.441288639,-1.139094862,-0.395776814,-0.768630652
309028,1,3,15,1,6,4,1,2,0,1,,-0.323919846,-0.505900208,0.5830359,-0.603308541,-0.768630652
309092,3,5,14,2,4,4,3,2,1,1,-2.105923388,-0.852651104,-0.445796685,0.133784397,0.575897378,-0.768630652
308284,3,4,3,2,2,5,3,1,0,1,,-0.323919846,-0.505900208,-0.689843359,0.382201099,-0.768630652
308808,3,4,10,4,2,4,3,1,1,1,-0.900412077,-0.323919846,0.804814151,-0.315467106,-1.813732908,1.796590249
308758,4,3,11,5,7,7,1,1,0,2,,0.557298917,-0.305292163,1.481538906,-0.255932357,0.513979799
308670,1,3,3,4,3,4,1,2,1,1,0.404522847,-0.500163599,-0.032555383,0.882536902,0.21575001,0.513979799
309020,1,5,10,3,4,5,3,2,0,1,,-0.323919846,-0.3481186,0.133784397,-1.07371379,-0.768630652
308610,1,1,2,4,1,4,1,2,1,1,0.57851417,0.557298917,-0.269227796,-0.614968108,0.475856442,-0.768630652
309091,1,3,10,4,3,4,3,3,1,1,-0.99983569,-0.323919846,-0.017904234,0.208659647,-1.130332703,0.513979799
309113,1,3,11,2,2,4,1,3,0,1,,-0.323919846,-0.087778946,0.058909146,-1.693116177,0.513979799
309098,1,3,15,4,5,4,1,2,1,2,-0.042883413,3.200955206,0.795798059,0.5830359,0.871763123,1.796590249
309079,1,4,2,2,4,5,1,4,0,1,,0.028567659,-0.505900208,-0.764718609,0.325795039,-0.768630652
309116,3,4,11,4,1,4,3,1,0,1,,0.028567659,0.79692507,-0.91446911,-1.175883256,1.796590249
309121,3,5,10,4,4,4,3,1,1,1,-0.291442446,-0.852651104,0.421630245,-1.438595864,-1.913064333,1.796590249
309104,3,3,11,2,2,5,3,1,1,2,-1.633661225,-0.782153603,-0.505900208,-1.438595864,1.075037789,-0.768630652
309135,1,3,10,4,3,5,3,4,0,3,,-1.011446725,0.084653811,-0.764718609,-2.18608385,0.513979799
309095,3,3,10,4,1,5,3,1,0,2,,-0.852651104,-0.012269177,-1.363720613,-2.055817781,0.513979799
309129,4,2,14,1,3,5,3,2,0,1,,-0.852651104,-0.452930668,-0.91446911,1.114415604,-0.768630652
308490,2,5,5,4,6,5,1,1,1,1,1.510610544,-0.323919846,-0.425882392,1.331788405,0.555676338,-0.768630652
308855,3,3,11,2,2,5,3,1,1,1,-1.633661225,-0.676407351,0.712399209,-1.438595864,-1.363193944,1.796590249
309107,2,3,10,2,2,4,1,2,0,1,,-0.059554217,-0.403342162,0.433285399,0.070371375,-0.768630652
308958,1,3,10,4,2,5,1,3,0,2,,-0.323919846,0.366406683,-0.165716605,-2.347284563,1.796590249
309195,4,3,2,2,3,4,3,1,1,1,-0.067739316,-0.059554217,-0.396580093,1.032287403,1.133572379,-0.768630652
309065,3,3,3,2,2,5,3,1,0,1,,-0.517787974,-0.495757104,-1.288845363,1.083551911,-0.768630652
309118,3,3,2,1,2,5,3,1,0,1,,0.204811412,-0.505900208,0.508160649,0.789814697,-0.768630652
309136,3,1,10,4,2,4,3,1,1,1,-1.571521466,0.557298917,0.165798638,-1.139094862,-0.371724418,0.513979799
309015,3,3,10,3,2,5,3,1,1,1,-0.887984125,1.262273927,0.414868176,0.283534898,-0.581313726,1.796590249
308766,1,1,10,1,3,4,3,1,1,1,-1.111687255,0.557298917,-0.403342162,-1.064219611,1.087808972,-0.768630652
309033,3,4,11,4,3,5,3,1,0,1,,-0.323919846,-0.505900208,-0.989344361,-0.603308541,-0.768630652
308403,1,4,11,5,7,7,1,2,1,2,1.199911753,0.909786422,-0.175685842,1.781039908,1.090150356,0.513979799
309151,1,1,2,4,3,4,2,4,1,1,-1.173827013,2.319736443,0.920896334,-0.315467106,0.23107543,1.796590249
309109,3,3,10,4,5,4,3,1,1,1,-0.005599558,-0.323919846,0.519680245,-0.91446911,-0.699801926,1.796590249
308998,3,3,2,1,2,5,3,1,0,1,,-0.676407351,-0.494630093,-1.288845363,0.1523198,-0.768630652
309202,1,4,11,5,7,7,1,2,1,1,0.640653928,-0.323919846,0.066621627,1.256913154,0.381775392,0.513979799
309149,3,5,10,4,1,4,3,2,0,1,,-0.676407351,-0.554361702,0.208659647,0.057600191,-0.768630652
309172,4,5,1,2,1,4,1,1,0,1,,0.204811412,-0.072000785,1.032287403,-1.202702741,0.513979799
309197,1,5,14,4,3,5,1,2,1,1,-0.515145576,-0.553036724,-0.106938142,1.406663655,1.125058257,0.513979799
309057,1,1,10,4,5,3,1,3,1,2,0.528802364,1.43851768,0.800306105,-0.689843359,-0.919750081,1.796590249
309106,1,4,10,2,2,5,3,3,0,1,,0.028567659,-0.505900208,-0.540092858,0.325795039,-0.768630652
308742,4,4,10,4,4,5,3,2,0,1,,-0.323919846,0.14438542,0.058909146,-1.468343352,0.513979799
309190,3,3,11,1,1,5,3,1,0,1,,-0.676407351,-0.612966299,-1.513471114,0.82280692,-0.768630652
308933,1,5,2,1,2,5,1,4,0,1,,-0.323919846,-0.505900208,-0.83959386,0.382201099,-0.768630652
309159,3,3,11,1,2,4,3,1,0,1,,-0.323919846,-0.10581113,-1.288845363,-0.384495602,0.513979799
309035,1,5,5,1,3,5,1,4,1,1,-0.639425092,-0.323919846,0.212006109,0.208659647,-1.442800986,0.513979799
309220,3,3,2,1,5,4,1,1,1,1,0.677937783,0.381055164,-0.487868024,-0.540092858,1.142086501,-0.768630652
308925,1,1,11,5,7,7,1,2,1,2,1.448470786,2.319736443,0.931039437,0.5830359,-0.196049698,1.796590249
309235,1,5,10,4,6,4,1,2,1,3,-0.403294011,-0.799954222,0.847640587,0.508160649,-1.66615479,1.796590249
309140,3,5,11,4,1,5,3,1,0,1,,0.204811412,-0.496884116,1.331788405,0.738729964,-0.768630652
309253,1,4,11,1,5,4,3,3,0,1,,0.204811412,-0.48749611,-0.689843359,0.687645231,-0.768630652
307987,1,3,2,4,3,5,3,2,1,1,-1.534237611,-0.131814156,-0.279370899,-0.165716605,1.102708686,-0.768630652
309247,1,5,10,4,3,5,1,3,1,1,-1.472097853,0.73354267,-0.008888142,-0.315467106,-0.140140296,0.513979799
309223,1,3,15,4,2,4,1,4,1,1,-2.043783629,-0.059554217,-0.478851932,-0.165716605,-0.028605296,-0.768630652
309261,3,5,1,4,3,4,3,1,1,1,-0.614569189,-0.676407351,0.095923926,-1.438595864,-1.493885719,0.513979799
308004,3,3,10,3,2,5,3,1,0,2,,0.292933288,-0.495757104,-0.83959386,1.130379583,-0.768630652
309254,3,5,15,2,2,5,3,1,1,1,-0.838272319,-0.323919846,0.306675074,-1.438595864,-1.237610642,1.796590249
309292,1,5,10,2,4,5,1,2,1,1,-0.713992802,-0.676407351,-0.334594462,1.032287403,1.019695995,-0.768630652
309180,1,3,10,4,2,4,1,2,1,1,-1.14897111,0.645420793,0.473472774,-0.390342357,1.105901482,1.796590249
309156,3,3,7,4,1,5,3,1,1,1,-0.912840029,0.028567659,-0.32557837,-1.213970112,0.926040651,-0.768630652
309276,1,3,2,1,1,5,3,4,0,1,,-0.676407351,-0.459692737,-0.689843359,-0.354270468,-0.768630652
309120,1,3,3,1,3,4,3,4,0,1,,0.204811412,-0.451803656,-0.390342357,0.503527339,-0.768630652
309239,1,3,15,2,3,4,1,3,0,1,,-0.147676093,-0.505900208,-0.240591856,1.044174096,-0.768630652
309315,3,5,10,4,1,5,3,1,0,3,,-0.85106491,0.342739441,-1.064219611,-2.449454029,1.796590249
309037,1,4,11,4,1,5,3,2,0,1,,-0.852651104,-0.686222045,0.433285399,0.434350097,-0.768630652
309304,1,4,10,3,6,5,3,2,1,3,1.286907415,-0.852827348,0.607587141,-0.614968108,-2.155007304,1.796590249
309265,1,4,10,4,1,5,1,3,0,1,,0.292933288,-0.523932391,0.433285399,1.134636644,-0.768630652
309305,1,3,11,5,7,6,1,4,0,1,,-0.323919846,0.847640587,-1.288845363,-1.615070057,1.796590249
309306,1,1,5,2,6,3,1,2,1,1,0.081396104,-0.323919846,-0.129478371,0.283534898,0.090592415,0.513979799
309337,1,4,11,5,7,7,1,2,1,1,1.274479463,-0.852651104,-0.484486989,1.256913154,0.059728722,-0.768630652
309266,3,3,11,4,6,4,3,1,1,1,-1.173827013,2.319736443,0.088034846,1.182037904,0.942856043,0.513979799
309242,3,5,14,2,1,5,3,1,0,1,,-0.676407351,-0.495757104,-1.513471114,0.157641127,-0.768630652
309318,2,5,8,1,3,5,1,1,0,1,,0.028567659,-0.348490513,0.65791115,-0.318085449,-0.768630652
309316,1,3,2,1,3,5,1,3,0,3,,-1.046695475,-0.498011127,0.133784397,-1.333394516,-0.768630652
309325,3,3,4,4,1,2,3,2,1,2,0.392094895,1.262273927,0.97837392,0.058909146,0.880986755,1.796590249
309341,3,2,7,4,3,4,3,1,1,1,-0.440577866,-0.500163599,0.101930897,-1.139094862,1.068013638,0.513979799
309347,1,4,11,5,7,7,1,2,1,1,0.329955137,-0.852651104,0.434027372,1.182037904,-1.378093657,1.796590249
309327,1,3,11,4,3,5,3,2,1,1,0.193247669,-0.323919846,0.023795191,0.5830359,-1.031568886,0.513979799
309344,1,1,5,4,4,3,1,3,1,1,1.001064527,0.204811412,1.035851505,0.508160649,-2.312518564,1.796590249
309348,1,4,2,2,4,5,3,4,0,1,,-0.323919846,-0.505900208,-0.91446911,0.896241224,-0.768630652
309343,3,3,10,2,2,5,3,1,1,2,-1.012263642,-0.323919846,-0.12835136,-1.438595864,1.126761081,0.513979799
309367,1,5,15,1,1,4,3,3,0,2,,-0.323919846,0.387819901,-1.288845363,-1.550504631,1.796590249
309357,3,3,10,2,3,4,3,1,0,1,,-0.852651104,-0.505900208,-1.064219611,-0.567123522,-0.768630652
309361,1,1,2,4,5,4,3,3,0,1,,1.43851768,0.888213001,-0.764718609,-1.543409529,1.796590249
308482,3,5,11,4,1,5,3,2,0,1,,0.557298917,-0.328959404,0.358410148,0.724894515,-0.768630652
309273,1,3,2,1,4,5,3,3,1,1,0.044112249,0.204811412,-0.485614001,-0.689843359,0.677002578,-0.768630652
309320,1,3,10,4,1,5,2,3,1,1,-1.173827013,1.43851768,0.730431393,-0.689843359,0.634786723,1.796590249
307144,1,1,2,4,1,3,1,3,1,2,0.441806702,4.963392732,2.007335406,-0.090841355,-0.668583478,1.796590249
309376,3,1,11,4,1,4,3,1,0,1,,-0.323919846,1.49454518,-1.213970112,-2.194030364,1.796590249
309378,3,3,8,4,1,4,3,1,1,1,-0.70156485,-0.676407351,0.101558983,-1.288845363,-0.044782128,0.513979799
309355,3,5,10,4,4,4,3,1,0,1,,-0.323919846,-0.313553157,-1.513471114,1.105901482,-0.768630652
309108,3,5,2,2,2,5,3,1,0,1,,-0.535412349,-0.501392162,-1.438595864,1.014374669,-0.768630652
308874,1,3,14,1,3,5,1,2,1,2,-0.937695932,0.204811412,-0.502519173,-0.015966104,0.931361978,-0.768630652
309411,1,4,11,5,7,7,1,2,0,3,,-0.748314802,-0.04495251,1.930790409,-0.981335565,0.513979799
309395,1,3,11,3,3,5,3,4,1,1,0.379666944,0.557298917,-0.275989864,-0.165716605,0.502463074,-0.768630652
309400,3,1,2,3,1,4,3,1,1,1,-0.62699714,0.292933288,-0.306419175,-0.614968108,1.013310403,-0.768630652
309429,3,1,6,4,1,1,2,1,0,3,,-1.028894856,0.597444037,-1.064219611,-2.212477629,1.796590249
309416,3,3,11,3,2,5,3,1,0,1,,-0.588285475,-0.505900208,-1.513471114,0.728087311,-0.768630652
309399,3,1,11,1,3,4,3,1,1,1,-1.708228935,-0.500163599,-0.29514906,-1.288845363,1.078230585,-0.768630652
309319,3,3,10,4,1,4,3,1,0,1,,-0.500163599,-0.438279518,-1.438595864,0.856863409,-0.768630652
307031,3,3,1,1,3,4,1,1,0,1,,-0.323919846,-0.012269177,-0.614968108,-1.946837018,0.513979799
309423,1,4,10,4,3,4,3,4,0,3,,-0.905700473,-0.073127797,-0.090841355,-1.277627016,0.513979799
308638,3,5,11,4,1,5,3,1,0,1,,-0.323919846,0.403598062,-1.213970112,-1.565404345,1.796590249
307963,1,3,2,4,3,4,1,3,1,1,-1.52180966,-0.323919846,-0.007761131,-0.465217607,1.125909669,0.513979799
309453,1,5,11,5,7,7,1,2,0,1,,-0.500163599,-0.392072048,1.930790409,0.734472903,-0.768630652
309418,1,5,10,4,1,4,1,2,0,1,,1.086030175,-0.120834193,0.133784397,0.072712758,0.513979799
308729,1,5,10,4,2,5,3,3,0,1,,0.557298917,-0.273735841,-0.764718609,0.493948952,-0.768630652
309451,1,5,10,2,5,5,1,4,1,1,-0.204446784,-0.623534225,-0.428508329,-0.83959386,0.648267416,-0.768630652
309435,1,3,10,2,3,5,3,>4,1,1,-0.825844367,0.73354267,-0.330086416,-0.540092858,1.09951589,-0.768630652
309433,1,4,10,4,2,5,3,4,1,1,-1.0744034,0.028567659,0.281880821,-0.315467106,-1.757681604,1.796590249
309457,3,1,11,1,4,4,3,1,1,1,-1.0744034,-0.323919846,0.59969806,-1.288845363,0.215466206,1.796590249
307631,1,4,10,4,6,4,1,4,1,2,-0.502717624,0.909786422,1.132774493,0.732786401,0.000484622,1.796590249
309471,1,5,11,2,2,5,3,4,1,1,-1.409958095,-0.852651104,-0.317689289,-1.213970112,0.795136023,-0.768630652
309377,1,1,5,4,5,3,3,3,1,1,0.740077542,0.557298917,0.378803809,-0.390342357,-1.135441176,1.796590249
309487,1,4,11,2,2,5,3,3,1,1,-0.453005817,0.381055164,-0.487868024,0.433285399,1.142086501,-0.768630652
309492,1,5,14,2,2,5,3,4,1,1,-1.211110868,-0.676407351,-0.425882392,-1.064219611,0.828128247,-0.768630652
309504,1,1,11,5,7,7,1,2,1,3,1.858593191,-0.635924161,2.016351498,1.406663655,-0.4819823,1.796590249
309484,1,3,10,4,5,4,3,2,1,1,-0.080167268,-0.852651104,0.66243879,-0.989344361,0.375105997,1.796590249
309489,3,3,2,4,3,4,3,1,1,1,0.702793687,-0.676407351,0.615104307,-1.139094862,-1.358936883,1.796590249
309486,3,1,1,2,4,4,3,1,1,1,-0.229302687,-0.323919846,0.431773349,-0.689843359,-1.800252214,1.796590249
309490,3,5,15,4,2,4,3,1,0,1,,0.557298917,-0.202734118,-0.689843359,-0.434728922,0.513979799
309473,3,4,11,2,2,4,3,1,1,1,-0.353582204,0.557298917,0.314564154,-1.139094862,-0.383360385,1.796590249
309491,1,3,10,1,3,4,3,4,1,1,-0.042883413,0.028567659,-0.467581817,-0.764718609,0.142741413,-0.768630652
309338,1,3,15,2,2,5,3,4,0,1,,0.557298917,-0.026920326,0.133784397,-0.840001137,0.513979799
309483,1,1,3,1,2,3,1,2,1,1,2.231431741,1.086030175,0.06887565,0.807661651,-0.407483732,0.513979799
309573,1,1,11,5,7,7,1,2,1,3,0.702793687,-1.062381169,0.952452655,1.706164657,-0.364203611,1.796590249
309496,3,5,10,4,2,4,3,1,0,1,,-0.147676093,0.632381393,-0.989344361,-2.071994613,1.796590249
309009,3,5,2,4,5,5,3,3,1,1,-1.44724195,-0.323919846,0.356263579,-0.764718609,-1.804509275,1.796590249
309574,1,2,11,5,7,7,1,2,0,3,,-1.046519232,0.234546339,1.930790409,-2.577875371,1.796590249
309539,1,4,11,5,7,7,1,2,1,1,0.814645252,-0.323919846,-0.277116876,1.631289407,1.14549215,0.513979799
309464,1,5,12,1,1,5,1,2,1,1,0.640653928,-0.588285475,-0.331213427,0.882536902,0.322602243,-0.768630652
309514,1,4,11,5,7,7,1,2,1,1,1.187483801,0.028567659,-0.582536989,1.481538906,0.402422139,-0.768630652
309597,3,1,5,4,5,3,3,1,1,1,-0.564857382,-0.852651104,0.564760704,-0.465217607,-1.243996233,1.796590249
309177,1,4,11,3,4,5,1,2,1,1,0.8022173,-0.852651104,-0.505900208,1.107162653,1.123993991,-0.768630652
