ID,V1,V2,V3,V4,V5,V6,V7,V8,Has_FICO,Business_channel,Days_late,FICO_Score,Loan_amount,Monthly_income,Age,Gearing_coefficient,Max_gearing_ratio,Default_45
267020,4,3,11,1,2,5,3,1,0,1,441,,-0.323919846,-0.536329518,0.732786401,-0.602244276,-0.768630652,1
266812,3,3,10,4,3,5,3,4,1,1,15,-1.198682917,-0.676407351,-0.336848485,-1.064219611,1.005860547,-0.768630652,0
266587,3,3,13,1,3,4,3,1,1,1,0,-1.161399062,-0.23579797,-0.481105955,-1.213970112,0.952647283,-0.768630652,0
266943,1,4,10,4,5,4,1,3,0,2,0,,-0.147676093,-0.182447911,-1.213970112,1.139532264,0.513979799,0
266768,1,3,13,1,1,5,3,3,0,2,0,,-0.059554217,-0.663681816,-0.540092858,0.992025098,-0.768630652,0
267087,1,3,11,3,6,5,1,2,1,3,0,1.510610544,-0.588285475,-0.591553081,0.882536902,0.906883876,-0.768630652,0
265600,3,3,15,4,3,5,1,1,1,1,502,-3.013163859,2.319736443,0.350628522,-1.064219611,-0.037119418,1.796590249,1
267093,3,1,4,4,5,2,3,1,1,1,0,-0.974979787,2.319736443,1.029089436,-1.213970112,0.927104917,1.796590249,0
266373,3,3,13,2,4,4,3,1,1,1,0,-0.390866059,-0.006681091,-0.313181244,-1.213970112,-0.589473093,-0.768630652,0
267167,1,3,11,5,7,7,1,2,1,2,0,0.118679959,-0.676407351,-0.093414004,1.855915158,-0.627148083,0.513979799,0
267166,1,3,11,5,7,7,1,2,0,1,15,,-0.500163599,-0.71214331,1.706164657,0.844092226,-0.768630652,0
266501,1,5,10,2,3,5,3,4,0,2,0,,0.204811412,-0.559996759,-0.91446911,1.09951589,-0.768630652,0
266647,1,4,10,2,4,5,3,3,0,2,76,,-0.059554217,-0.663681816,0.058909146,0.992025098,-0.768630652,1
267139,1,4,10,4,2,5,1,3,1,2,365,-1.335390385,0.980283923,-0.07538182,-0.240591856,1.134423791,0.513979799,1
265896,1,1,12,2,6,3,1,2,1,2,0,-0.030455461,2.319736443,1.53962564,0.433285399,1.076102054,1.796590249,0
267100,4,2,4,4,6,2,1,1,1,2,305,-0.316298349,1.262273927,4.143022172,0.882536902,1.125058257,1.796590249,1
266754,3,3,13,4,3,4,3,1,1,1,137,-1.571521466,-0.323919846,0.138750362,-1.513471114,-1.650545566,0.513979799,1
267172,1,2,11,3,4,4,3,2,1,1,0,0.367238992,-0.852651104,-0.273735841,1.107162653,0.067178579,-0.768630652,0
267203,1,3,11,5,7,7,1,2,1,3,0,0.516374412,-1.011270481,-0.440533541,1.706164657,0.521619849,-0.768630652,0
266400,1,5,11,4,1,5,1,2,0,2,245,,0.116689535,-0.602823195,-0.83959386,1.123993991,-0.768630652,1
267187,1,4,11,5,7,7,1,2,1,2,15,-0.328726301,-0.147676093,-0.232036417,1.781039908,0.216601423,0.513979799,0
267193,1,1,11,1,3,3,1,2,1,1,0,1.063204285,-0.218173594,-0.647903655,-0.465217607,1.116544135,-0.768630652,0
260617,3,1,3,4,2,4,3,1,1,2,0,-1.335390385,1.614761433,0.931039437,-0.465217607,-0.511781728,1.796590249,0
267226,4,4,10,4,3,5,3,1,0,3,0,,-0.901118136,-0.428136415,-0.390342357,-1.437692513,-0.768630652,0
266385,3,5,11,2,3,5,3,1,0,1,0,,-0.323919846,-0.674951931,-0.540092858,0.038443416,-0.768630652,0
265681,1,3,10,2,4,5,1,2,1,2,107,-0.763704609,1.702883309,-0.091159981,-1.139094862,1.051836806,0.513979799,1
267238,3,4,15,4,4,5,3,1,0,1,0,,0.557298917,-0.395453082,-1.064219611,0.895176959,-0.768630652,0
266508,2,6,11,5,7,7,1,1,1,1,0,1.473326689,-0.676407351,-0.738064574,1.855915158,0.751501147,-0.768630652,0
267271,3,3,10,4,2,5,1,1,1,1,15,-0.229302687,-0.676407351,-0.645649632,0.133784397,0.788750432,-0.768630652,0
267143,1,3,6,2,4,1,1,4,1,1,0,0.031684297,-0.588285475,-0.593807104,0.208659647,1.114415604,-0.768630652,0
267317,1,5,11,5,7,7,1,2,1,1,0,1.721885723,-0.500163599,-0.29514906,1.481538906,-0.194630678,0.513979799,0
267032,1,5,2,2,6,5,1,2,0,1,0,,-0.676407351,-0.63663354,0.433285399,0.342823284,-0.768630652,0
267304,1,3,3,2,1,5,1,2,0,1,0,,-0.323919846,-0.730175493,-0.315467106,0.393908017,-0.768630652,0
267274,4,3,10,4,6,4,1,1,1,1,0,1.846165239,-0.323919846,-0.255703658,0.208659647,-1.333394516,-0.768630652,0
267343,3,4,11,5,7,7,1,2,0,1,0,,-0.764529228,-0.607331241,1.781039908,-1.240803438,-0.768630652,0
266497,3,3,2,1,3,5,1,1,1,2,380,-1.509381708,0.486801416,-0.43940653,-1.064219611,1.128251053,-0.768630652,1
267313,3,4,11,5,7,7,2,1,0,1,15,,0.028567659,-0.605077218,1.781039908,0.785557636,-0.768630652,0
267008,1,4,5,2,5,5,1,2,0,1,45,,0.292933288,-0.532948483,-0.240591856,1.004796281,-0.768630652,1
267089,3,4,10,4,3,5,3,1,0,1,15,,0.557298917,0.154528523,-1.213970112,-1.189931558,0.513979799,0
266612,3,1,5,4,6,3,1,1,1,2,0,-0.005599558,2.134680503,0.00012795,0.508160649,1.087596119,0.513979799,0
264232,1,1,12,4,6,3,1,3,1,2,76,-1.173827013,5.844611495,2.489696322,-0.83959386,0.300607428,1.796590249,1
267217,1,2,11,5,7,7,1,2,1,1,0,0.106252007,3.729686464,-0.379674921,0.807661651,1.046302627,1.796590249,0
266940,1,5,3,2,2,5,1,4,0,3,0,,-0.736330227,-0.642268597,-0.91446911,0.30770253,-0.768630652,0
266904,3,3,3,4,3,4,3,1,0,1,0,,-0.323919846,-0.566758828,-1.513471114,0.548226481,-0.768630652,0
265860,1,5,11,4,4,4,3,3,0,1,0,,-0.147676093,-0.156526647,-0.015966104,-0.973672855,0.513979799,0
267327,1,3,11,5,7,7,1,2,0,1,257,,-0.323919846,-0.518297334,1.331788405,0.002258397,-0.768630652,1
267156,3,3,8,2,4,4,3,1,0,1,0,,-0.323919846,-0.627617448,-1.288845363,-0.213787452,-0.768630652,0
267181,1,1,13,4,4,4,1,2,1,2,107,-0.85070027,0.997908298,0.844259553,-1.064219611,1.042045566,1.796590249,1
267395,1,3,12,4,6,5,1,3,1,3,0,1.871021143,-0.32409609,-0.153145612,1.107162653,-1.063071138,0.513979799,0
266969,1,1,5,2,1,1,1,2,0,2,441,,0.557298917,-0.354880668,0.283534898,0.866441796,-0.768630652,1
267224,1,3,11,4,4,5,1,4,1,1,0,-0.502717624,0.204811412,-0.139621475,0.058909146,-0.001360105,0.513979799,0
267321,1,3,11,5,7,7,1,2,1,1,0,0.814645252,-0.147676093,-0.491249058,1.706164657,0.987768037,-0.768630652,0
266304,1,5,10,4,4,4,1,4,1,2,0,-0.092595219,0.028567659,-0.511535265,-0.465217607,0.343887549,-0.768630652,0
267403,3,5,11,2,4,5,3,1,0,1,0,,-0.147676093,-0.674951931,-1.139094862,0.621660784,-0.768630652,0
266740,3,3,11,5,7,7,1,1,1,2,15,0.926496817,-0.500163599,-0.893592159,1.182037904,0.84089943,-0.768630652,0
267373,3,3,11,5,7,7,1,1,1,2,0,1.125344043,-0.676407351,-0.935291584,0.957412152,0.358787263,-0.768630652,0
266458,3,1,10,1,6,4,3,1,1,2,0,0.342383089,-0.852651104,-0.523932391,-0.315467106,1.108030012,-0.768630652,0
267366,1,4,11,5,7,7,1,2,1,1,0,-1.260822675,-0.323919846,-0.552107679,1.706164657,-0.766141127,-0.768630652,0
267098,2,5,2,4,4,5,1,1,0,1,0,,0.204811412,-0.486741012,1.331788405,0.737665699,-0.768630652,0
267353,1,5,10,4,2,5,3,2,0,2,410,,0.028567659,-0.580282966,-1.139094862,0.715316128,-0.768630652,1
267173,1,3,10,4,2,5,1,4,0,2,76,,0.292933288,-0.441660553,-0.090841355,0.671681252,-0.768630652,1
267374,1,3,11,1,2,5,3,2,0,2,45,,0.06381641,-0.626490437,-0.390342357,1.126122522,-0.768630652,1
267490,3,5,3,4,5,5,1,1,1,1,349,-1.198682917,0.557298917,0.409233119,-0.090841355,0.042345722,1.796590249,1
267394,1,1,5,4,2,3,1,2,0,1,15,,2.231614567,-0.005507108,-0.91446911,1.050985394,0.513979799,0
264090,1,3,11,5,7,7,1,2,1,2,0,-0.105023171,0.821664546,1.576817019,0.508160649,1.115834624,1.796590249,0
266205,3,1,11,4,3,4,3,1,1,1,0,-0.813416415,-0.764529228,-0.154272624,-0.91446911,0.878148714,0.513979799,0
267455,1,3,11,5,7,7,1,2,1,1,76,1.597606206,-0.412041722,-0.326705381,1.930790409,0.754693943,-0.768630652,1
267413,1,3,2,1,1,5,1,3,0,3,0,,-0.898906277,-0.663681816,-0.83959386,-1.106706014,-0.768630652,0
267280,1,4,10,3,3,5,1,3,1,2,76,-0.403294011,-0.147676093,-0.539710552,-0.315467106,-0.000934399,-0.768630652,1
266266,1,5,10,3,4,5,3,4,1,1,0,-0.018027509,0.557298917,-0.384182967,-0.689843359,0.84089943,-0.768630652,0
267529,1,4,10,4,1,4,1,2,1,1,0,0.006828394,-0.147676093,-0.220766302,-1.064219611,-0.6143769,0.513979799,0
267535,1,3,3,2,2,5,3,2,0,1,15,,-0.147676093,-0.72003239,-0.540092858,0.959032875,-0.768630652,0
266903,3,1,4,4,6,2,1,1,1,2,349,-0.974979787,5.844611495,4.138514126,0.358410148,0.133163025,1.796590249,1
265979,4,2,7,4,4,4,1,1,1,1,0,1.10048814,5.844611495,2.281199197,0.208659647,-0.337242224,1.796590249,0
267249,3,3,11,3,2,5,3,1,0,1,0,,0.204811412,-0.563377793,-1.139094862,0.953711548,-0.768630652,0
267361,3,3,11,1,4,4,1,1,1,1,168,-1.173827013,0.557298917,1.273650929,-0.465217607,-0.406064711,1.796590249,1
267004,3,3,10,3,5,5,1,1,0,1,0,,0.715918294,-0.369531818,-0.989344361,1.109094278,-0.768630652,0
267378,4,4,11,2,3,4,1,1,1,2,15,-1.633661225,-0.041929842,-0.663681816,0.65791115,1.051623953,-0.768630652,0
266653,4,4,10,3,2,4,1,1,0,1,137,,-0.676407351,-0.663681816,1.256913154,0.510977196,-0.768630652,1
266699,2,5,11,5,7,7,1,1,1,1,0,2.194147886,-0.676407351,-0.683968022,1.930790409,0.295995612,-0.768630652,0
267543,1,3,11,3,6,5,1,2,1,1,0,-0.129879074,-0.852651104,-0.543091587,0.882536902,0.446057015,-0.768630652,0
267518,1,1,11,1,4,3,1,3,1,1,0,0.230531524,-0.323919846,-0.663681816,-0.689843359,0.847285021,-0.768630652,0
263830,1,5,1,2,2,5,3,2,1,2,15,-0.564857382,0.09906516,-0.600569172,0.133784397,1.054816749,-0.768630652,0
266403,1,5,11,3,1,5,3,2,0,2,0,,-0.024305467,-0.66706285,0.058909146,1.136765175,-0.768630652,0
267605,1,3,13,1,3,5,1,3,0,1,0,,-0.059554217,-0.64452262,0.283534898,0.699352149,-0.768630652,0
267542,1,3,11,2,4,5,1,3,0,1,15,,0.909786422,-0.172304808,0.058909146,-0.104380983,0.513979799,0
263982,1,4,11,5,7,7,1,2,0,1,0,,-0.059554217,-0.733556528,1.107162653,0.962225671,-0.768630652,0
265311,3,3,2,2,2,4,3,1,0,1,15,,-0.323919846,-0.177939865,-1.363720613,-0.600754304,0.513979799,0
266797,3,3,10,4,1,5,3,1,1,2,502,-0.428149914,0.557298917,-0.087778946,-0.165716605,-0.680787053,0.513979799,1
267585,1,3,11,5,7,7,1,2,0,2,0,,-0.676407351,-0.776382964,1.706164657,-0.545838217,-0.768630652,0
267642,1,3,11,5,7,7,1,2,1,2,0,-0.453005817,-0.852651104,0.431773349,1.855915158,0.811454757,1.796590249,0
267060,3,3,11,5,7,7,1,1,1,2,0,0.640653928,-0.323919846,-0.824844458,1.406663655,1.081423381,-0.768630652,0
267577,3,1,11,4,3,4,3,1,0,2,0,,-0.059554217,-0.663681816,-1.139094862,0.992025098,-0.768630652,0
267628,1,4,11,5,7,7,1,2,1,1,0,0.541230315,-0.147676093,-0.403342162,1.406663655,0.556740603,-0.768630652,0
267637,3,4,10,2,3,5,1,1,0,1,0,,-0.323919846,-0.663681816,-1.438595864,0.738729964,-0.768630652,0
267541,3,3,11,2,3,4,3,1,0,1,0,,-0.323919846,-0.662554804,-1.438595864,0.730215842,-0.768630652,0
267692,1,4,10,4,6,4,1,3,1,3,0,0.72764959,-0.843838916,0.940055529,-0.165716605,-1.283728804,1.796590249,0
266790,3,1,13,2,3,4,1,1,1,1,0,-1.211110868,-0.729280477,-0.210623198,-1.288845363,1.09185318,0.513979799,0
267607,1,3,11,5,7,7,1,2,0,1,0,,-0.500163599,-0.702000206,1.331788405,0.276838837,-0.768630652,0
267711,2,3,14,1,5,4,1,1,0,1,137,,-0.676407351,-0.658046758,0.807661651,-0.468146852,-0.768630652,1
266007,1,3,2,1,2,4,3,2,1,2,0,0.789789348,0.204811412,-0.308673198,-0.91446911,1.129315318,-0.768630652,0
267259,1,1,10,5,7,7,3,2,1,1,0,0.72764959,3.024711453,-0.587045035,1.781039908,0.660329089,1.796590249,0
267645,1,3,11,5,7,7,1,2,1,2,27,-0.974979787,-0.059554217,-0.724540436,1.331788405,1.054816749,-0.768630652,0
267488,1,3,10,2,3,5,1,>4,1,2,472,0.168391766,-0.676407351,-0.600569172,-0.165716605,0.496077482,-0.768630652,1
267573,3,3,11,2,2,5,1,1,0,1,15,,-0.588285475,-0.663681816,-1.213970112,-0.582023236,-0.768630652,0
266723,1,4,10,4,4,4,1,3,1,1,15,0.044112249,0.204811412,-0.498011127,-0.91446911,0.585475765,-0.768630652,0
267325,1,3,11,5,7,7,1,2,1,3,0,-0.080167268,-0.92667348,0.251451511,1.107162653,-0.411740793,1.796590249,0
267460,3,3,11,5,4,4,3,1,0,1,0,,0.028567659,-0.246687566,-1.513471114,0.272581776,-0.768630652,0
267326,4,3,11,5,7,7,3,1,1,1,0,-0.552429431,-0.323919846,1.164330815,1.406663655,0.759660514,1.796590249,0
267714,1,3,4,4,6,2,1,2,1,1,15,-0.602141237,-0.147676093,2.216959543,-0.165716605,0.060792987,1.796590249,0
267648,3,4,4,4,5,2,3,1,0,1,0,,0.557298917,0.562506681,-1.064219611,0.487918115,1.796590249,0
267727,1,3,1,2,3,4,3,>4,1,1,0,0.056540201,-0.676407351,-0.47772492,0.358410148,-1.110963075,-0.768630652,0
267760,3,3,1,2,4,4,1,1,1,3,0,-0.428149914,-1.011270481,-0.202734118,0.807661651,1.116544135,0.513979799,0
266776,1,3,11,5,7,7,1,2,0,2,0,,-0.500163599,-0.842876642,1.481538906,1.073973524,-0.768630652,0
266998,1,3,10,4,4,4,3,2,1,1,0,-1.136543158,1.614761433,-0.090032969,-1.288845363,0.575045965,0.513979799,0
267817,4,5,10,4,4,5,3,2,1,3,107,-1.335390385,-0.833616779,-0.140748486,-0.614968108,-0.378535716,0.513979799,1
267613,1,1,11,5,7,7,1,2,1,1,15,0.926496817,-0.323919846,-0.525059403,1.781039908,0.771722187,-0.768630652,0
267632,1,3,11,5,7,7,1,2,0,2,502,,-0.5706611,-0.935291584,-0.015966104,0.974996854,-0.768630652,1
267789,1,3,11,5,7,7,1,2,1,1,0,1.945588852,-0.429666098,-0.401088139,1.855915158,1.125058257,-0.768630652,0
266905,3,3,2,2,4,5,1,1,1,2,410,-0.490289672,-0.588285475,-0.649030666,-0.83959386,0.935619039,-0.768630652,1
267835,2,5,11,5,7,7,3,1,1,1,0,0.131107911,-0.676407351,-0.417993312,1.706164657,-1.413214411,-0.768630652,0
267718,3,1,2,4,4,4,1,1,1,2,441,-2.043783629,2.319736443,0.72817737,-1.064219611,0.644719865,1.796590249,1
267705,1,3,11,3,3,5,1,3,0,1,15,,-0.676407351,-0.556615724,-0.240591856,-0.075432967,-0.768630652,0
267601,1,4,1,1,2,5,1,4,0,1,0,,-0.764529228,-0.387564002,1.406663655,-1.070520994,-0.768630652,0
267794,1,3,4,4,6,2,1,3,1,1,0,-0.366010156,5.844611495,2.206816439,0.358410148,0.609244356,1.796590249,0
267463,3,3,10,2,1,4,3,1,1,1,349,-0.825844367,1.43851768,0.031684271,-1.064219611,0.013965315,0.513979799,1
267875,1,4,11,5,6,7,1,2,1,1,0,1.137771995,-0.852651104,-0.745953654,1.406663655,-0.270193512,-0.768630652,0
266352,2,3,10,1,4,5,1,2,0,1,0,,-0.147676093,-0.692984114,0.058909146,0.749372617,-0.768630652,0
266823,1,3,11,5,7,7,1,2,1,2,0,0.628225977,-0.464914848,-0.898100205,1.256913154,1.076102054,-0.768630652,0
267840,1,3,11,1,6,4,3,2,0,2,0,,0.292933288,-0.504773196,0.5830359,1.005860547,-0.768630652,0
267874,1,3,3,3,3,4,1,2,0,1,15,,-0.588285475,-0.579155954,1.032287403,-1.178011787,-0.768630652,0
266516,4,3,10,2,4,5,3,1,0,1,0,,-0.147676093,-0.663681816,0.65791115,0.545033685,-0.768630652,0
267934,1,4,11,5,7,7,1,2,0,1,0,,-0.323919846,0.312310131,1.406663655,-1.791028582,1.796590249,0
267707,3,3,2,1,4,5,3,1,0,2,0,,0.116689535,-0.578028943,-0.689843359,0.96009714,-0.768630652,0
267617,3,1,7,4,3,4,1,1,0,2,0,,0.557298917,0.120718179,-1.064219611,-0.544561098,0.513979799,0
267810,1,4,15,4,4,4,1,2,0,1,0,,0.028567659,-0.66706285,0.208659647,1.143150766,-0.768630652,0
267881,4,3,2,1,3,5,2,1,0,2,0,,0.116689535,-0.485614001,-1.064219611,0.906883876,-0.768630652,0
267883,1,1,7,4,6,4,1,2,1,2,0,0.118679959,-0.288671096,0.932166449,0.133784397,1.05694528,1.796590249,0
267799,1,4,11,4,2,5,3,2,0,1,0,,-0.323919846,-0.401088139,0.283534898,-0.193566412,-0.768630652,0
267908,2,5,11,5,4,7,1,1,1,1,107,-1.248394723,-0.323919846,-0.306419175,1.855915158,0.816847035,0.513979799,1
267667,1,3,11,4,6,5,1,2,1,1,0,1.908304997,1.43851768,-0.12835136,0.208659647,0.771722187,0.513979799,0
266984,1,3,12,4,6,4,1,2,1,2,0,-0.937695932,1.43851768,0.376549786,0.732786401,0.910076672,1.796590249,0
267897,3,1,10,4,2,3,3,1,0,1,168,,0.557298917,-0.352626646,-1.064219611,0.697223618,-0.768630652,1
267933,2,5,11,5,7,7,1,1,0,1,0,,-0.852651104,-0.729048482,1.781039908,0.09378521,-0.768630652,0
267205,1,4,10,4,5,5,1,3,1,1,0,1.050776333,-0.323919846,-0.049460556,-0.390342357,-1.590095299,0.513979799,0
266867,3,5,14,2,2,5,2,1,1,1,472,-0.018027509,-0.23579797,-0.395453082,0.508160649,1.00053922,-0.768630652,1
267890,1,3,11,4,3,4,3,2,0,1,0,,-0.323919846,-0.390945036,-1.438595864,0.834513838,-0.768630652,0
267820,3,5,10,4,3,5,3,4,0,3,0,,-0.498753649,0.013652087,0.133784397,-1.675236521,0.513979799,0
267681,2,5,11,5,7,7,1,1,0,1,472,,-0.799777978,-0.88683009,1.406663655,1.087808972,-0.768630652,1
267968,1,5,10,4,5,5,1,3,1,1,0,-0.540001479,-0.676407351,-0.023539292,-0.989344361,0.178287873,0.513979799,0
266982,3,4,11,4,5,4,3,1,1,2,319,-1.360246288,1.350395804,0.006890019,-1.139094862,0.919867913,0.513979799,1
267266,4,3,11,1,1,5,1,2,1,1,76,-1.14897111,0.028567659,-0.520551357,-0.315467106,0.250232205,-0.768630652,1
267790,1,4,11,5,7,7,1,2,1,1,0,0.901640913,-0.500163599,-0.502519173,1.781039908,0.82280692,-0.768630652,0
268034,1,4,4,4,3,2,1,3,1,3,0,0.528802364,-0.863225729,0.645905531,-0.015966104,-1.909516782,1.796590249,0
267857,3,3,4,5,2,2,3,1,1,1,0,-0.863128222,-0.147676093,0.609841164,-1.588346365,-1.491615286,1.796590249,0
267895,4,3,10,4,6,4,1,1,1,2,107,-0.639425092,2.319736443,2.085099199,-0.015966104,0.934909529,1.796590249,1
268009,4,1,13,3,3,5,2,1,0,1,0,,0.028567659,1.49454518,-0.540092858,-2.017362329,1.796590249,0
266354,1,5,11,5,7,7,1,2,1,1,0,-0.192018833,-0.341544221,-0.900354228,1.256913154,0.956478638,0.513979799,0
267806,1,5,10,4,1,5,1,2,0,1,15,,0.204811412,-0.464200783,0.508160649,0.419450383,-0.768630652,0
268038,3,3,13,1,4,4,1,1,1,1,257,-0.316298349,-0.676407351,-0.532948483,-0.540092858,0.805778676,-0.768630652,1
267199,3,5,1,3,3,5,1,1,1,2,288,-1.14897111,0.028567659,-0.619728368,-1.213970112,0.967546997,-0.768630652,1
267107,4,2,4,4,6,2,1,1,1,1,0,-0.788560512,2.319736443,2.149338854,-0.090841355,0.676647823,1.796590249,0
267746,3,4,4,4,2,2,3,1,1,1,441,-1.335390385,-0.147676093,0.557998635,-1.438595864,0.566673745,1.796590249,1
267308,1,3,11,5,7,7,1,2,1,1,45,1.10048814,-0.852651104,-0.313181244,1.406663655,-1.706951626,-0.768630652,1
267127,3,5,2,1,4,5,1,2,1,2,441,-2.516045792,-0.059554217,-0.646776643,-1.064219611,0.870698857,-0.768630652,1
267927,3,1,2,4,2,4,3,1,1,1,365,-1.472097853,-0.323919846,0.248070477,-1.363720613,-1.531347856,0.513979799,1
268096,4,3,10,2,2,5,3,3,0,1,0,,-0.852651104,-0.654665724,-0.240591856,-0.031798091,-0.768630652,0
268053,1,5,8,4,2,4,3,2,1,2,502,-0.987407739,1.43851768,0.559125647,-0.83959386,0.855444388,1.796590249,1
268077,1,5,11,5,7,7,1,2,0,3,0,,0.33435057,-0.410104231,1.781039908,1.095258829,-0.768630652,0
265548,3,3,2,4,4,5,3,1,1,1,0,0.131107911,1.43851768,-0.163288716,-1.139094862,0.591222798,0.513979799,0
267767,2,4,11,5,7,7,1,1,0,1,0,,-0.024305467,-0.726794459,1.631289407,1.025017321,-0.768630652,0
267946,1,3,10,4,2,5,1,2,1,2,533,-1.22353882,-0.323919846,-0.445041587,-0.614968108,1.087808972,-0.768630652,1
266535,3,3,11,4,5,7,1,1,1,1,0,-0.303870397,-0.852651104,-0.592680092,1.855915158,1.036724239,-0.768630652,0
268047,1,2,7,4,2,4,1,2,0,1,0,,2.319736443,1.10009116,-0.764718609,-1.251091335,1.796590249,0
268132,3,3,6,4,2,1,1,1,1,1,0,-0.70156485,-0.323919846,-0.388691013,-1.288845363,-0.694835354,-0.768630652,0
267390,3,3,10,4,3,4,3,1,1,2,336,-1.0744034,0.909786422,0.286388867,-1.513471114,0.501398809,1.796590249,1
268026,3,4,15,2,3,4,1,1,0,1,257,,-0.147676093,-0.663681816,-1.213970112,0.545033685,-0.768630652,1
267520,4,4,10,4,6,4,1,2,1,1,365,-1.459669902,-0.676407351,0.275118752,0.358410148,0.593635132,1.796590249,1
268154,2,4,10,3,5,5,1,2,1,1,0,0.566086219,-0.500163599,-0.21175021,-0.315467106,1.109732837,0.513979799,0
268150,1,3,2,2,6,4,1,3,0,1,15,,-0.764529228,-0.618601356,0.058909146,-0.28402896,-0.768630652,0
268112,3,4,2,4,2,5,3,1,0,1,0,,-0.323919846,-0.460819748,-1.438595864,0.036314886,-0.768630652,0
268118,3,3,14,2,4,5,3,1,0,1,305,,-0.676407351,-0.918386412,-0.989344361,0.477984973,-0.768630652,1
267913,1,4,7,5,7,4,1,2,1,1,0,-0.142307026,0.557298917,-0.406723197,-0.83959386,0.950518753,-0.768630652,0
267826,3,4,10,4,2,5,3,>4,1,1,198,-0.937695932,-0.147676093,-0.146383544,-1.213970112,0.964141348,0.513979799,1
267967,1,3,10,2,3,5,1,3,0,1,0,,-0.147676093,-0.474343886,0.058909146,0.700416414,-0.768630652,0
266428,1,3,10,4,4,4,1,2,1,2,238,-0.825844367,0.416303915,-0.467581817,0.732786401,1.110158543,-0.768630652,1
268195,1,3,11,5,7,7,1,2,0,1,0,,-0.500163599,-0.885703078,1.481538906,0.60676107,-0.768630652,0
268104,3,5,11,4,2,5,1,1,1,1,336,-1.459669902,-0.323919846,-0.11370021,-0.090841355,0.919016501,0.513979799,1
268185,4,5,11,5,7,7,1,1,1,2,15,-1.186254965,-0.323919846,-0.010015154,1.556414156,1.027145852,0.513979799,0
267318,3,4,10,4,2,5,3,1,0,1,0,,0.557298917,-0.326705381,-0.91446911,1.121865461,-0.768630652,0
268204,3,3,11,5,6,7,1,1,1,1,0,1.945588852,-0.323919846,-0.819209401,1.182037904,0.807907206,-0.768630652,0
268232,1,4,7,4,6,5,1,4,1,3,305,1.349047173,-0.642921038,-0.130605383,0.283534898,0.818549859,0.513979799,1
268223,1,3,11,1,6,5,2,3,0,3,0,,-1.034217418,-0.456311702,0.133784397,0.317280917,-0.768630652,0
265894,1,1,11,4,6,4,1,3,1,1,0,0.479090557,1.262273927,-0.162161704,-0.390342357,1.033105737,0.513979799,0
268012,3,5,11,4,2,5,3,1,0,1,319,,-0.676407351,-0.508154231,-0.090841355,-1.391929106,-0.768630652,1
263658,1,5,3,4,5,4,1,2,1,1,0,-0.614569189,0.557298917,0.581665876,0.5830359,-0.608984623,1.796590249,0
268076,1,4,11,2,2,4,1,2,0,1,137,,0.557298917,0.237927373,0.5830359,-1.299763734,0.513979799,1
266226,1,1,4,4,6,2,1,3,1,1,0,0.851929107,4.082173969,2.229356669,0.133784397,-0.106651415,1.796590249,0
268205,3,3,13,4,2,5,2,1,1,1,319,-0.825844367,-0.323919846,0.193973925,-0.989344361,0.672106958,0.513979799,1
267704,3,4,15,1,2,4,1,1,0,1,349,,-0.147676093,-0.594934115,-0.540092858,0.142741413,-0.768630652,1
268354,4,4,11,5,7,7,1,1,0,1,0,,-0.852651104,-0.155399635,1.331788405,-2.582841943,0.513979799,0
268036,1,3,10,4,2,5,1,2,1,1,0,-1.161399062,0.204811412,-0.33346745,-1.064219611,1.080359115,-0.768630652,0
268280,1,3,2,2,3,5,3,2,1,1,502,-1.124115207,-0.500163599,-0.566758828,-0.764718609,0.947325957,-0.768630652,1
266821,1,3,10,4,3,5,1,3,1,1,15,-1.422386047,-0.676407351,0.010271053,0.133784397,0.470322263,0.513979799,0
268392,1,2,11,5,7,7,1,2,0,1,0,,0.028567659,-0.676078942,1.706164657,1.035659974,-0.768630652,0
268374,1,2,11,5,7,7,1,2,1,1,0,-0.154734978,0.821664546,1.328874492,1.631289407,-0.226558636,1.796590249,0
268169,4,4,10,4,3,5,3,1,0,1,15,,-0.588285475,-0.428136415,-0.390342357,0.818549859,-0.768630652,0
268141,1,4,10,4,4,5,1,3,1,1,0,0.081396104,1.43851768,0.023795191,-0.315467106,0.033547796,0.513979799,0
268349,1,3,13,2,4,5,3,3,1,1,0,0.615798025,1.43851768,-0.124970325,-0.764718609,1.096110241,0.513979799,0
263951,1,5,10,4,2,5,3,1,1,1,0,-0.800988464,-0.323919846,-0.173431819,-1.588346365,-0.433026098,0.513979799,0
268286,3,4,11,4,4,5,1,1,1,1,0,1.001064527,0.204811412,-0.494630093,-1.288845363,0.990960833,-0.768630652,0
263047,1,3,13,1,3,4,1,2,1,1,0,0.988636575,-0.500163599,-0.652411701,-0.540092858,0.795136023,-0.768630652,0
265611,3,3,6,3,3,4,3,1,1,2,198,-1.67094508,-0.323919846,-0.225274348,-1.438595864,1.040768447,0.513979799,1
268142,4,4,11,4,1,4,1,1,1,1,0,0.777361397,3.729686464,0.881450932,0.058909146,0.558869133,1.796590249,0
267690,1,3,2,2,3,4,1,2,1,2,0,-1.136543158,-0.059554217,-0.645649632,-0.165716605,0.863249,-0.768630652,0
268192,1,3,13,4,5,4,3,2,1,1,472,-0.937695932,0.292933288,1.721074489,-0.764718609,0.871763123,1.796590249,1
